district_code,district_name,state_code,state_name,slot,query,natural_alternatives,search_intent,role,data_source,data_date,geographic_scope,available_volume,confidence,target_url,page_status,cta,evidence_gap
613,Peren,13,Nagaland,7,RA billing software in Peren,Peren construction ERP | contractor software Peren | ERP for contractors Peren,commercial,secondary,none — no authorised GSC / Keyword Planner / Trends access (docs/TOOL_ACCESS.md),2026-09-23,district name in query; no district-level volume data exists in any Google product,unknown,research candidate — unmeasured,/ra-billing-software,served by national page + coverage hub,See the RA billing workflow,no district page: needs a locally specific reason and evidence before one is written
613,Peren,13,Nagaland,8,subcontractor billing software in Peren,Peren construction ERP | contractor software Peren | ERP for contractors Peren,commercial,secondary,none — no authorised GSC / Keyword Planner / Trends access (docs/TOOL_ACCESS.md),2026-09-23,district name in query; no district-level volume data exists in any Google product,unknown,research candidate — unmeasured,/subcontractor-billing-software,served by national page + coverage hub,See the bill-checking workflow,no district page: needs a locally specific reason and evidence before one is written
613,Peren,13,Nagaland,9,construction procurement software in Peren,Peren construction ERP | contractor software Peren | ERP for contractors Peren,commercial,secondary,none — no authorised GSC / Keyword Planner / Trends access (docs/TOOL_ACCESS.md),2026-09-23,district name in query; no district-level volume data exists in any Google product,unknown,research candidate — unmeasured,/construction-procurement-software,served by national page + coverage hub,See procurement approvals,no district page: needs a locally specific reason and evidence before one is written
613,Peren,13,Nagaland,10,construction ERP implementation in Peren,Peren construction ERP | contractor software Peren | ERP for contractors Peren,commercial,secondary,none — no authorised GSC / Keyword Planner / Trends access (docs/TOOL_ACCESS.md),2026-09-23,district name in query; no district-level volume data exists in any Google product,unknown,research candidate — unmeasured,/construction-erp-implementation,served by national page + coverage hub,Discuss ERP implementation for your team,no district page: needs a locally specific reason and evidence before one is written
614,Kiphire,13,Nagaland,1,construction ERP software in Kiphire,Kiphire construction ERP | contractor software Kiphire | ERP for contractors Kiphire,commercial,primary,none — no authorised GSC / Keyword Planner / Trends access (docs/TOOL_ACCESS.md),2026-09-23,district name in query; no district-level volume data exists in any Google product,unknown,research candidate — unmeasured,/,served by national page + coverage hub,Book a contractor-software demo,no district page: needs a locally specific reason and evidence before one is written
614,Kiphire,13,Nagaland,2,EPC ERP software in Kiphire,Kiphire construction ERP | contractor software Kiphire | ERP for contractors Kiphire,commercial,secondary,none — no authorised GSC / Keyword Planner / Trends access (docs/TOOL_ACCESS.md),2026-09-23,district name in query; no district-level volume data exists in any Google product,unknown,research candidate — unmeasured,/epc-erp-software,served by national page + coverage hub,Book a contractor-software demo,no district page: needs a locally specific reason and evidence before one is written
614,Kiphire,13,Nagaland,3,ERP software for contractors in Kiphire,Kiphire construction ERP | contractor software Kiphire | ERP for contractors Kiphire,commercial,secondary,none — no authorised GSC / Keyword Planner / Trends access (docs/TOOL_ACCESS.md),2026-09-23,district name in query; no district-level volume data exists in any Google product,unknown,research candidate — unmeasured,/,served by national page + coverage hub,Book a contractor-software demo,no district page: needs a locally specific reason and evidence before one is written
614,Kiphire,13,Nagaland,4,construction project management software in Kiphire,Kiphire construction ERP | contractor software Kiphire | ERP for contractors Kiphire,commercial,secondary,none — no authorised GSC / Keyword Planner / Trends access (docs/TOOL_ACCESS.md),2026-09-23,district name in query; no district-level volume data exists in any Google product,unknown,research candidate — unmeasured,/platform,served by national page + coverage hub,Book a contractor-software demo,no district page: needs a locally specific reason and evidence before one is written
614,Kiphire,13,Nagaland,5,MEP contractor software in Kiphire,Kiphire construction ERP | contractor software Kiphire | ERP for contractors Kiphire,commercial,conditional,none — no authorised GSC / Keyword Planner / Trends access (docs/TOOL_ACCESS.md),2026-09-23,district name in query; no district-level volume data exists in any Google product,unknown,research candidate — trade presence unverified in this district,/solutions/mep-contractors,served by national page + coverage hub,Book a contractor-software demo,no district page: needs a locally specific reason and evidence before one is written
614,Kiphire,13,Nagaland,6,solar EPC management software in Kiphire,Kiphire construction ERP | contractor software Kiphire | ERP for contractors Kiphire,commercial,conditional,none — no authorised GSC / Keyword Planner / Trends access (docs/TOOL_ACCESS.md),2026-09-23,district name in query; no district-level volume data exists in any Google product,unknown,research candidate — trade presence unverified in this district,/solutions/solar-epc,served by national page + coverage hub,Book a contractor-software demo,no district page: needs a locally specific reason and evidence before one is written
614,Kiphire,13,Nagaland,7,RA billing software in Kiphire,Kiphire construction ERP | contractor software Kiphire | ERP for contractors Kiphire,commercial,secondary,none — no authorised GSC / Keyword Planner / Trends access (docs/TOOL_ACCESS.md),2026-09-23,district name in query; no district-level volume data exists in any Google product,unknown,research candidate — unmeasured,/ra-billing-software,served by national page + coverage hub,See the RA billing workflow,no district page: needs a locally specific reason and evidence before one is written
